customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
3022-BEXHZ,male,0,Yes,Yes,67.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.2,7530.8,No
5027-XWQHA,male,0,No,No,6.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,No,Manual,44.75,270.95,Yes
6248-TKCQV,female,0,Yes,Yes,70.0,Yes,Yes,dsl,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,5460.2,No
6729-GDNGC,female,1,No,No,20.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,No,Bank transfer (automatic),80.7,1614.2,No
6198-ZFIOJ,female,0,No,No,5.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,75.6,402.5,No
5989-OMNJE,female,0,Yes,Yes,24.0,No,No,dsl,Yes,Yes,Yes,No,Yes,Yes,One year,No,Manual,57.6,1367.75,No
4566-QVRRW,female,0,Yes,No,11.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,44.05,483.7,Yes
1291-CUOCY,male,0,Yes,No,72.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,No
9795-SHUHB,female,0,Yes,Yes,66.0,Yes,No,dsl,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.2,3810.8,No
3230-IUALN,female,0,Yes,Yes,45.0,Yes,No,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Manual,81.0,3533.6,No
0042-RLHYP,female,0,Yes,Yes,69.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.7,1396.9,No
8519-IMDHU,male,1,Yes,No,15.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),85.6,1345.55,Yes
4945-RVMTE,female,0,No,No,28.0,Yes,No,dsl,No,No,Yes,No,Yes,No,Monthly,Yes,Bank transfer (automatic),59.55,1646.45,No
0201-OAMXR,female,0,No,No,70.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,8127.6,Yes
1866-NXPSP,female,0,No,No,36.0,Yes,No,dsl,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Manual,75.55,2680.15,No
3372-KWFBM,male,1,No,No,16.0,Yes,Yes,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,86.6,1281.0,Yes
7831-QGOXH,female,0,No,No,18.0,Yes,Yes,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,85.2,1553.9,Yes
6393-WRYZE,female,0,Yes,No,34.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,97.65,3207.55,Yes
3941-XTSKM,male,0,Yes,Yes,42.0,No,No,dsl,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.1,2049.05,No
1661-CZBAU,male,0,No,No,48.0,Yes,Yes,dsl,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95,3629.2,No
6599-RCLCJ,male,0,Yes,No,47.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,Monthly,Yes,Manual,109.55,5124.55,Yes
9831-BPFRI,female,0,Yes,Yes,39.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Manual,89.55,3474.45,Yes
5158-RIVOP,female,0,Yes,Yes,11.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.9,202.3,No
9788-YTFGE,male,0,No,No,7.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.95,147.5,No
9277-JOOMO,female,0,No,No,3.0,Yes,Yes,no,No,No,No,No,No,No,Monthly,No,Manual,24.6,86.35,No
1907-YLNYW,male,0,No,No,8.0,Yes,No,dsl,Yes,No,Yes,No,No,Yes,Monthly,Yes,Manual,66.7,579.0,No
1725-MIMXW,male,0,No,Yes,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.45,19.45,Yes
8947-YRTDV,male,0,Yes,Yes,32.0,Yes,No,fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Manual,94.8,3131.55,No
3161-ONRWK,male,0,Yes,Yes,60.0,Yes,No,dsl,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,No
0114-RSRRW,female,0,Yes,No,10.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),19.95,187.75,No
4565-NLZBV,female,0,Yes,No,71.0,Yes,Yes,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.65,1710.15,No
0031-PVLZI,female,0,Yes,Yes,4.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.35,76.35,Yes
7206-GZCDC,female,1,No,No,1.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.25,69.25,Yes
6682-VCIXC,female,0,Yes,Yes,43.0,No,No,dsl,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151.6,No
4791-QRGMF,male,0,Yes,No,59.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes
6475-VHUIZ,female,0,Yes,No,23.0,Yes,No,dsl,No,No,Yes,Yes,No,No,Monthly,No,Manual,54.25,1221.55,No
3910-MRQOY,female,0,Yes,No,72.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.4,1496.45,No
0661-WCQNQ,male,0,Yes,No,22.0,Yes,No,dsl,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292.2,No
7537-RBWEA,female,0,No,No,1.0,No,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,25.15,25.15,No
4656-CAURT,male,0,No,No,69.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.95,1713.1,No
0121-SNYRK,male,0,No,No,50.0,No,No,dsl,Yes,No,No,Yes,No,No,One year,Yes,Manual,35.4,1748.9,No
1768-ZAIFU,female,1,No,No,1.0,No,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,25.2,25.2,Yes
4671-LXRDQ,male,0,No,No,2.0,Yes,No,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,45.0,96.45,Yes
3733-LSYCE,female,0,Yes,No,15.0,Yes,No,fiber optic,No,Yes,No,No,No,No,Monthly,No,Bank transfer (automatic),75.35,1114.55,No
6265-FRMTQ,male,0,No,No,31.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.4,609.1,No
1934-SJVJK,male,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.15,20.15,Yes
3838-OZURD,male,0,Yes,No,66.0,Yes,Yes,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),105.0,7133.25,Yes
1371-DWPAZ,female,0,Yes,Yes,0.0,No,No,dsl,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.05,1397.475,No
9269-CQOOL,male,0,No,Yes,3.0,Yes,No,dsl,No,No,No,No,Yes,No,Monthly,Yes,Credit card (automatic),54.7,169.45,Yes
2017-CCBLH,female,0,No,No,8.0,Yes,No,no,No,No,No,No,No,No,Two year,No,Manual,20.0,141.6,No
7690-KPNCU,male,0,Yes,Yes,64.0,Yes,No,dsl,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05,4688.65,No
0536-BGFMZ,female,0,Yes,No,28.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.5,563.05,No
2293-IJWPS,female,0,Yes,No,57.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,No
2845-HSJCY,female,0,Yes,Yes,14.0,Yes,Yes,fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Manual,87.25,1258.6,Yes
5469-NUJUR,male,0,No,No,19.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Manual,19.95,373.5,No
1184-PJVDB,male,0,Yes,No,10.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,79.95,857.2,Yes
2625-TRCZQ,female,0,Yes,No,51.0,No,No,dsl,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,49.65,2553.35,No
4102-HLENU,female,0,Yes,No,67.0,Yes,Yes,dsl,Yes,Yes,Yes,No,No,No,Two year,No,Manual,65.65,4322.85,No
7266-GSSJX,male,0,Yes,Yes,11.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,20.45,250.8,No
7722-VJRQD,male,0,Yes,Yes,72.0,No,No,dsl,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,No
7073-QETQY,male,0,Yes,Yes,66.0,Yes,No,no,No,No,No,No,No,No,One year,Yes,Manual,20.35,1359.5,No
9415-DPEWS,female,0,No,No,18.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,No,Monthly,Yes,Manual,88.35,1639.3,Yes
5624-RYAMH,female,0,No,No,9.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.5,178.85,No
0196-JTUQI,female,0,No,No,9.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),75.2,633.85,No
7130-YXBRO,male,0,Yes,No,48.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),111.45,5315.1,No
9272-LSVYH,male,0,No,No,10.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,70.15,735.5,No
7943-RQCHR,female,0,No,No,9.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,94.75,889.9,Yes
3793-MMFUH,female,1,No,No,13.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,95.05,1290.0,Yes
3249-ZPQRG,male,0,No,No,4.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Monthly,No,Manual,78.45,330.05,Yes
2568-BRGYX,male,0,No,No,4.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,70.2,237.95,Yes
3084-DOWLE,female,0,Yes,No,72.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.4,No
1084-MNSMJ,female,0,Yes,Yes,51.0,Yes,No,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.95,No
7721-JXEAW,male,0,Yes,No,59.0,No,No,dsl,No,Yes,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),41.05,2452.7,Yes
7249-WBIYX,male,0,Yes,No,10.0,Yes,Yes,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,85.6,813.85,Yes
4238-HFHSN,male,1,Yes,No,61.0,Yes,Yes,fiber optic,No,Yes,No,No,No,No,Monthly,Yes,Manual,82.15,4904.85,No
6250-CGGUN,male,0,No,No,54.0,Yes,No,fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Manual,84.4,4484.05,No
5478-JJVZK,female,0,No,No,33.0,Yes,Yes,dsl,Yes,Yes,No,No,No,No,Monthly,Yes,Manual,60.9,2033.85,No
7596-IIWYC,female,0,No,No,27.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.25,538.2,No
6567-HOOPW,female,1,No,No,1.0,Yes,No,fiber optic,No,No,No,No,Yes,No,Monthly,Yes,Manual,79.2,79.2,Yes
9793-WECQC,male,0,No,No,23.0,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,No,Manual,95.3,2192.9,No
4291-HPAXL,male,0,No,Yes,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,19.85,19.85,No
8999-YPYBV,male,0,Yes,Yes,45.0,Yes,No,dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,84.35,3858.05,No
1839-FBNFR,female,0,Yes,Yes,39.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.85,854.8,No
3164-AALRN,male,0,No,No,5.0,Yes,No,dsl,No,No,Yes,No,Yes,Yes,One year,Yes,Manual,70.0,347.4,Yes
3071-MVJCD,male,0,Yes,Yes,72.0,Yes,Yes,dsl,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,No
1697-BCSHV,female,0,Yes,Yes,58.0,Yes,Yes,dsl,No,Yes,No,No,Yes,No,Monthly,Yes,Bank transfer (automatic),66.8,3970.4,No
0562-KBDVM,female,0,No,No,70.0,No,No,dsl,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No
1131-SUEKT,male,0,Yes,Yes,61.0,Yes,No,fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,No
3717-OEAUQ,male,0,No,No,2.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,70.7,129.2,No
4538-WNTMJ,female,0,Yes,Yes,46.0,Yes,Yes,no,No,No,No,No,No,No,One year,No,Manual,24.95,1165.9,No
3334-CTHOL,female,0,No,No,1.0,Yes,Yes,dsl,No,No,No,No,No,No,Monthly,Yes,Bank transfer (automatic),49.95,49.95,Yes
4704-ERYFC,female,0,Yes,No,22.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,Yes,Manual,69.25,1554.0,Yes
9432-RUVSL,female,0,No,No,48.0,Yes,No,fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,No
8060-HIWJJ,male,0,No,No,64.0,Yes,Yes,dsl,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,No
7684-XSZIY,male,0,Yes,Yes,72.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.3,1643.25,No
9089-UOWJG,female,0,Yes,Yes,12.0,Yes,No,dsl,No,No,Yes,No,Yes,No,Monthly,Yes,Credit card (automatic),58.35,740.55,No
8621-MNIHH,female,1,Yes,No,34.0,Yes,Yes,fiber optic,No,Yes,Yes,No,No,Yes,Monthly,Yes,Manual,94.25,3217.55,Yes
8039-ACLPL,female,0,Yes,Yes,72.0,Yes,No,dsl,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888.2,No
9885-AIBVB,male,0,Yes,No,29.0,Yes,Yes,fiber optic,No,Yes,Yes,No,No,No,Monthly,Yes,Manual,85.8,2440.25,No
1934-MKPXS,male,0,Yes,Yes,33.0,Yes,No,no,No,No,No,No,No,No,One year,No,Credit card (automatic),20.1,620.55,No
2592-YKDIF,female,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.35,20.35,No
2272-JKMSI,female,0,Yes,Yes,62.0,Yes,Yes,fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Manual,110.8,6840.95,No
0471-LVHGK,male,0,Yes,No,41.0,Yes,Yes,dsl,No,No,Yes,No,Yes,Yes,One year,Yes,Manual,73.0,3001.2,Yes
9518-RWHZL,female,0,No,No,64.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,6254.2,Yes
8714-CTZJW,female,0,No,No,4.0,Yes,No,fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Credit card (automatic),82.85,319.6,No
3569-EDBPQ,female,0,No,No,24.0,Yes,Yes,fiber optic,Yes,No,No,Yes,No,No,Monthly,Yes,Manual,84.35,1938.05,No
3131-NWVFJ,female,0,Yes,Yes,14.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,19.55,294.5,No
7521-YXVZY,male,0,No,Yes,3.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,19.95,58.3,No
5419-CONWX,female,1,No,No,4.0,Yes,No,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),99.8,442.85,Yes
6240-EURKS,female,0,No,Yes,18.0,No,No,dsl,No,No,No,No,No,Yes,Monthly,Yes,Manual,35.0,553.0,Yes
2373-NTKOD,male,0,No,No,8.0,Yes,No,dsl,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,66.25,546.45,No
1970-KKFWL,female,0,No,No,35.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.3,797.1,No
6960-HVYXR,female,0,No,No,1.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,76.0,76.0,Yes
9337-SRRNI,male,0,No,Yes,66.0,Yes,Yes,no,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.3,1673.8,No
0895-UADGO,male,0,No,Yes,8.0,No,No,dsl,Yes,No,No,Yes,No,Yes,Two year,Yes,Manual,44.55,343.45,No
5678-VFNEQ,female,0,Yes,No,71.0,Yes,Yes,fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,No
5977-CKHON,female,0,Yes,Yes,43.0,Yes,Yes,fiber optic,No,No,Yes,No,No,Yes,Monthly,Yes,Bank transfer (automatic),92.55,4039.0,No
7024-OHCCK,female,1,No,No,2.0,Yes,Yes,fiber optic,No,No,No,No,Yes,Yes,Monthly,Yes,Manual,93.85,170.85,Yes
2692-BUCFV,male,1,No,No,29.0,Yes,No,fiber optic,No,Yes,Yes,No,Yes,Yes,Monthly,Yes,Bank transfer (automatic),101.45,2948.6,No
7861-UVUFT,female,0,Yes,No,15.0,Yes,No,fiber optic,No,No,Yes,No,Yes,No,Monthly,Yes,Manual,84.3,1308.4,Yes
1830-GGFNM,male,0,Yes,Yes,65.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,6078.75,No
5302-BDJNT,male,0,No,No,35.0,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,No,Monthly,No,Manual,95.5,3418.2,No
5223-UZAVK,male,0,No,No,64.0,Yes,No,fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,No
4859-ZSRDZ,female,0,Yes,Yes,58.0,No,No,dsl,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,No
5651-WYIPH,female,1,No,No,18.0,Yes,No,dsl,No,Yes,No,No,No,No,Monthly,Yes,Credit card (automatic),49.85,865.75,No
9350-VLHMB,male,0,Yes,Yes,67.0,Yes,Yes,fiber optic,No,Yes,No,No,No,Yes,Monthly,Yes,Bank transfer (automatic),89.55,6373.1,No
3498-LZGQZ,male,0,Yes,Yes,63.0,Yes,No,no,No,No,No,No,No,No,Two year,Yes,Manual,19.15,1177.05,No
8785-CJSHH,female,0,Yes,No,60.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,99.8,5985.75,No
5357-TZHPP,male,1,No,No,9.0,Yes,Yes,fiber optic,No,No,No,No,No,Yes,Monthly,Yes,Credit card (automatic),84.4,732.5,Yes
3870-SPZSI,female,0,Yes,Yes,70.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,No
0680-DFNNY,male,0,Yes,No,15.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,101.1,1504.05,Yes
7560-QRBXH,female,0,No,Yes,48.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,19.95,936.7,No
7077-XJMET,male,0,Yes,No,12.0,Yes,No,dsl,No,No,Yes,Yes,Yes,Yes,Monthly,Yes,Manual,74.15,741.4,No
8752-GHJFU,male,1,Yes,No,71.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Manual,92.0,6585.2,No
6896-SRVYQ,male,1,No,No,44.0,Yes,No,fiber optic,No,No,Yes,No,No,No,Monthly,No,Manual,73.85,3122.4,No
7767-UXAGJ,male,0,No,No,1.0,Yes,Yes,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,50.45,50.45,Yes
4652-ODEVH,male,0,Yes,Yes,45.0,Yes,Yes,no,No,No,No,No,No,No,Two year,No,Manual,24.45,1088.25,No
6510-UPNKS,female,0,No,No,23.0,Yes,Yes,no,No,No,No,No,No,No,One year,No,Credit card (automatic),24.8,615.35,No
6718-BDGHG,female,0,Yes,No,43.0,Yes,Yes,dsl,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,2908.2,No
9046-DQMTP,male,0,No,No,35.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),20.75,739.9,No
6439-LAJXL,male,0,Yes,No,9.0,Yes,No,dsl,Yes,Yes,No,Yes,Yes,No,Monthly,Yes,Manual,68.95,593.85,No
1571-SAVHK,male,0,No,No,12.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Manual,99.95,1132.75,Yes
9052-VKDUW,female,1,Yes,No,65.0,Yes,Yes,fiber optic,Yes,Yes,Yes,No,Yes,Yes,Monthly,Yes,Credit card (automatic),109.4,7227.45,No
9546-CQJSU,female,0,No,No,2.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,No,Monthly,Yes,Manual,91.4,193.6,Yes
1666-JZPZT,male,0,No,No,27.0,Yes,Yes,dsl,No,No,No,No,No,No,Monthly,No,Manual,49.0,1291.35,No
5777-KJIRB,female,0,No,No,40.0,Yes,No,dsl,No,No,Yes,No,No,No,One year,Yes,Manual,50.25,2023.55,No
0506-LVNGN,female,1,No,No,5.0,Yes,No,fiber optic,No,No,Yes,No,No,No,Monthly,Yes,Credit card (automatic),75.55,349.65,Yes
7677-SJJJK,male,0,Yes,Yes,8.0,Yes,No,no,No,No,No,No,No,No,One year,No,Credit card (automatic),19.9,153.95,No
2480-EJWYP,female,1,Yes,No,58.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,No
3253-HKOKL,female,0,Yes,Yes,52.0,Yes,No,fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Manual,100.3,5244.45,No
7055-HNEOJ,male,0,Yes,No,3.0,Yes,No,dsl,No,No,Yes,Yes,No,No,Monthly,Yes,Manual,55.8,154.55,No
5514-YQENT,male,0,No,Yes,41.0,Yes,No,fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Manual,111.15,4507.15,No
3211-AAPKX,male,0,No,No,20.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,Monthly,Yes,Manual,98.55,2031.95,No
8445-DNBAE,male,0,No,Yes,1.0,Yes,Yes,dsl,No,No,No,No,No,No,Monthly,Yes,Manual,50.05,50.05,No
2951-QOQTK,male,0,No,Yes,4.0,Yes,Yes,fiber optic,No,No,No,Yes,No,No,Monthly,No,Credit card (automatic),80.8,332.45,Yes
2958-NHPPS,male,0,No,No,23.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.85,473.9,No
6806-YDEUL,female,1,No,No,6.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Bank transfer (automatic),19.5,106.8,No
1735-XMJVH,male,0,Yes,Yes,8.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,19.35,152.6,No
6890-PFRQX,male,0,No,No,18.0,Yes,Yes,dsl,Yes,No,Yes,No,Yes,No,Monthly,No,Manual,69.5,1199.4,No
0222-CNVPT,male,1,No,No,52.0,No,No,dsl,Yes,No,No,No,Yes,Yes,Monthly,Yes,Credit card (automatic),48.8,2555.05,No
5899-OUVKV,male,0,No,No,31.0,Yes,No,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,94.5,2979.2,No
8681-ICONS,male,0,Yes,Yes,29.0,Yes,No,no,No,No,No,No,No,No,Monthly,Yes,Manual,20.65,654.85,No
1621-YNCJH,female,0,Yes,No,36.0,Yes,Yes,fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,No
3473-XIIIT,female,0,Yes,No,16.0,Yes,Yes,fiber optic,No,Yes,No,No,Yes,Yes,Monthly,Yes,Manual,100.0,1534.75,Yes
6362-QHAFM,male,0,Yes,No,42.0,Yes,Yes,fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Manual,108.3,4586.15,No
7893-IXHRQ,male,0,No,No,1.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.55,20.55,Yes
3070-BDOQC,female,0,No,No,60.0,Yes,No,fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Manual,99.65,5941.05,No
2952-QAYZF,male,0,No,No,5.0,Yes,Yes,fiber optic,No,Yes,Yes,No,No,No,Monthly,Yes,Manual,85.3,424.15,Yes
6234-PFPXL,male,0,Yes,No,22.0,Yes,Yes,fiber optic,Yes,No,No,Yes,Yes,No,Monthly,No,Credit card (automatic),95.9,2234.95,No
9824-QCJPK,male,0,Yes,No,36.0,Yes,No,no,No,No,No,No,No,No,One year,No,Manual,20.0,666.75,No
4763-PGDPO,female,0,No,No,4.0,Yes,No,fiber optic,No,No,No,No,No,No,Monthly,No,Manual,70.4,281.0,Yes
4283-IVYCI,male,0,No,No,9.0,Yes,No,dsl,Yes,No,No,Yes,No,Yes,Monthly,No,Manual,64.95,547.8,No
1866-OBPNR,male,0,Yes,Yes,1.0,Yes,No,fiber optic,No,Yes,No,No,No,No,Monthly,No,Credit card (automatic),74.6,74.6,No
8205-MQUGY,male,0,Yes,Yes,12.0,Yes,No,dsl,Yes,No,No,No,No,No,Monthly,Yes,Manual,49.2,571.15,No
8970-ANWXO,female,0,No,No,23.0,Yes,Yes,dsl,No,No,No,Yes,Yes,Yes,One year,Yes,Manual,73.75,1756.6,No
9480-BQJEI,male,0,No,No,62.0,Yes,Yes,fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,No
5394-SVGJV,male,0,No,No,37.0,Yes,Yes,fiber optic,No,No,No,Yes,Yes,Yes,Monthly,No,Bank transfer (automatic),98.8,3475.55,Yes
6979-TNDEU,female,0,No,No,8.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,19.2,156.85,No
9777-WJJPR,male,0,Yes,No,31.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,No,Monthly,No,Credit card (automatic),88.65,2683.2,No
9283-LZQOH,male,0,Yes,Yes,13.0,Yes,Yes,fiber optic,No,No,No,No,No,No,Monthly,Yes,Credit card (automatic),74.4,896.75,Yes
7079-QRCBC,female,0,No,No,24.0,Yes,Yes,fiber optic,No,No,Yes,No,Yes,Yes,Monthly,Yes,Manual,98.75,2407.3,Yes
9495-SKLKD,male,0,Yes,Yes,45.0,Yes,Yes,fiber optic,No,Yes,Yes,No,No,Yes,Monthly,Yes,Bank transfer (automatic),95.95,4456.65,No
6048-UWKAL,female,1,Yes,No,69.0,Yes,Yes,fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,No
5067-DGXLL,male,0,No,No,2.0,Yes,No,no,No,No,No,No,No,No,Monthly,No,Manual,20.25,36.8,No
